Rank;Full Journal Title;JCR Abbreviated Title;Issn;Total Cites;Journal Impact Factor;Impact Factor without Journal Self Cites;5-Year Impact Factor;Immediacy Index;Citable Items;Cited Half-life;Citing Half-life;Eigenfactor Score;Article Influence Score;% Articles in Citable Items;Average Journal Impact Factor Percentile;Normalized Eigenfactor
1225;SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH;SCAND J WORK ENV HEA;0355-3140;4,429;3.793;3.372;4.221;0.942;52;>10.0;7.6;0.006140;1.449;98.080;91.297;0.69937
1227;MOLECULAR PHYLOGENETICS AND EVOLUTION;MOL PHYLOGENET EVOL;1055-7903;16,267;3.792;3.408;3.954;1.227;255;7.2;9.5;0.033300;1.351;98.820;72.175;3.79560
1227;WATER RESOURCES RESEARCH;WATER RESOUR RES;0043-1397;42,682;3.792;2.925;4.423;0.911;541;>10.0;9.2;0.056420;1.431;94.820;92.291;6.43072
1229;CHILD DEVELOPMENT;CHILD DEV;0009-3920;24,277;3.791;3.611;5.807;0.5;138;>10.0;>10.0;0.029080;2.674;99.280;93.974;3.31433
1230;CURRENT OPINION IN PSYCHIATRY;CURR OPIN PSYCHIATR;0951-7367;3,026;3.789;3.645;3.707;1.425;73;5.9;3.1;0.006870;1.169;0.000;81.542;0.78351
1230;CURRENT OPINION IN PSYCHIATRY;CURR OPIN PSYCHIATR;0951-7367;3,026;3.789;3.645;3.707;1.425;73;5.9;3.1;0.006870;1.169;0.000;81.542;0.78351
1230;XENOTRANSPLANTATION;XENOTRANSPLANTATION;0908-665X;1,477;3.789;2.467;3.055;2.94;50;5.2;7.6;0.001990;0.604;84.000;76.315;0.22704
1233;PHARMACOGENOMICS JOURNAL;PHARMACOGENOMICS J;1470-269X;2,287;3.784;3.673;3.627;1.123;73;5.3;6.8;0.005200;1.043;95.890;75.896;0.59320
1233;THYROID;THYROID;1050-7256;8,371;3.784;3.449;3.933;0.739;165;6.4;7.3;0.015770;1.154;95.150;73.308;1.79788
1235;JOURNAL OF COLLOID AND INTERFACE SCIENCE;J COLLOID INTERF SCI;0021-9797;54,462;3.782;3.538;3.758;1.094;881;9.3;7.2;0.054820;0.805;99.890;71.875;6.24858
1235;MAGNETIC RESONANCE IN MEDICINE;MAGN RESON MED;0740-3194;28,628;3.782;2.892;3.899;0.847;438;>10.0;8.2;0.038740;1.254;98.630;87.500;4.41523
1237;Biotechnology Journal;BIOTECHNOL J;1860-6768;3,704;3.781;3.478;3.678;1.309;175;4.3;5.9;0.009620;0.994;68.000;78.882;1.09699
1238;NEUROSURGERY;NEUROSURGERY;0148-396X;27,519;3.780;3.496;3.315;0.926;202;>10.0;7.6;0.033340;1.064;92.080;86.892;3.80039
1239;PROSTATE;PROSTATE;0270-4137;7,079;3.778;3.580;3.277;0.889;189;6.9;6.8;0.011700;0.865;98.940;78.161;1.33322
1240;STEM CELLS AND DEVELOPMENT;STEM CELLS DEV;1547-3287;6,904;3.777;3.538;3.978;0.754;240;3.9;6.7;0.019460;1.033;86.250;69.872;2.21809
1241;EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES;EUR J PHARM SCI;0928-0987;9,540;3.773;3.596;3.752;0.561;255;6.6;8.2;0.013600;0.800;95.290;79.412;1.55062
1241;SEMINARS IN NEPHROLOGY;SEMIN NEPHROL;0270-9295;2,332;3.773;3.764;3.459;0.322;59;6.9;7.6;0.006430;1.457;0.000;82.468;0.73345
1243;TRANSPORTATION RESEARCH PART B-METHODOLOGICAL;TRANSPORT RES B-METH;0191-2615;7,358;3.769;2.550;4.833;0.697;178;8.6;9.0;0.012740;1.548;99.440;97.163;1.45194
1243;TRANSPORTATION RESEARCH PART B-METHODOLOGICAL;TRANSPORT RES B-METH;0191-2615;7,358;3.769;2.550;4.833;0.697;178;8.6;9.0;0.012740;1.548;99.440;97.163;1.45194
1245;JOURNAL OF PETROLOGY;J PETROL;0022-3530;12,549;3.768;3.399;5.619;0.658;76;>10.0;>10.0;0.014480;2.236;100.000;89.506;1.64989
1246;INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY;INSECT BIOCHEM MOLEC;0965-1748;6,866;3.767;3.375;3.934;0.667;135;8.9;8.5;0.009090;1.126;98.520;84.583;1.03650
1246;JOURNAL OF HUMAN EVOLUTION;J HUM EVOL;0047-2484;7,677;3.767;3.076;4.131;2.108;139;9.3;>10.0;0.011820;1.570;99.280;84.433;1.34741
1246;JOURNAL OF HUMAN EVOLUTION;J HUM EVOL;0047-2484;7,677;3.767;3.076;4.131;2.108;139;9.3;>10.0;0.011820;1.570;99.280;84.433;1.34741
1246;LUNG CANCER;LUNG CANCER;0169-5002;9,580;3.767;3.541;3.760;0.73;252;5.6;5.4;0.022310;1.131;89.290;74.945;2.54319
1250;ANNALS OF MEDICINE;ANN MED;0785-3890;4,012;3.763;3.662;4.303;0.7;80;7.8;6.3;0.007340;1.336;70.000;88.710;0.83615
1251;Chinese Physics C;CHINESE PHYS C;1674-1137;2,580;3.761;3.622;1.889;0.219;237;1.8;>10.0;0.016440;0.868;99.580;71.726;1.87374
1251;MOLECULAR MICROBIOLOGY;MOL MICROBIOL;0950-382X;35,676;3.761;3.501;4.347;1.118;304;>10.0;8.8;0.053230;1.824;94.410;72.403;6.06661
1253;JOURNAL OF PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS;J PHARMACOL EXP THER;0022-3565;31,361;3.760;3.661;3.718;0.944;214;>10.0;7.8;0.028920;1.131;92.060;79.020;3.29587
1253;NITRIC OXIDE-BIOLOGY AND CHEMISTRY;NITRIC OXIDE-BIOL CH;1089-8603;3,251;3.760;3.431;3.662;1.21;81;6.3;7.6;0.005980;0.999;80.250;65.382;0.68181
1255;Nutrients;NUTRIENTS;2072-6643;4,084;3.759;3.440;4.064;0.486;617;2.6;7.3;0.014540;1.047;72.120;80.625;1.65745
1256;IEEE TRANSACTIONS ON MEDICAL IMAGING;IEEE T MED IMAGING;0278-0062;13,784;3.756;3.403;4.720;0.779;213;9.5;7.6;0.024430;1.779;100.000;90.411;2.78440
1256;JOURNAL OF SCIENCE AND MEDICINE IN SPORT;J SCI MED SPORT;1440-2440;4,191;3.756;3.504;4.217;0.885;131;5.5;7.6;0.010040;1.253;90.080;92.073;1.14437
1258;Current Neuropharmacology;CURR NEUROPHARMACOL;1570-159X;1,606;3.753;3.708;3.478;0.683;63;5.3;8.3;0.003400;0.895;90.480;75.349;0.38742
1259;International Review of Cell and Molecular Biology;INT REV CEL MOL BIO;1937-6448;1,289;3.752;3.752;4.083;3.857;7;4.1;8.7;0.005150;1.489;0.000;64.942;0.58755
1260;ECOSYSTEMS;ECOSYSTEMS;1432-9840;7,576;3.751;3.624;4.371;0.544;103;8.6;9.1;0.012280;1.618;100.000;80.333;1.39986
1260;RESPIRATORY RESEARCH;RESP RES;1465-993X;5,025;3.751;3.596;3.767;0.396;144;5.4;7.4;0.013150;1.156;95.830;78.448;1.49852
1262;JOURNAL OF POLITICAL ECONOMY;J POLIT ECON;0022-3808;18,039;3.750;3.733;5.973;0.618;34;>10.0;>10.0;0.022770;10.038;94.120;96.667;2.59527
1262;TECTONICS;TECTONICS;0278-7407;8,700;3.750;3.325;4.335;0.593;118;>10.0;>10.0;0.011970;1.646;100.000;88.272;1.36449
1264;International Journal for Parasitology-Drugs and Drug Resistance;INT J PARASITOL-DRUG;2211-3207;402;3.746;3.593;4.053;0.714;28;2.3;7.3;0.001980;1.394;92.860;80.090;0.22586
1265;Global Food Security-Agriculture Policy Economics and Environment;GLOB FOOD SECUR-AGR;2211-9124;299;3.745;3.455;3.564;0.593;27;2.4;5.7;0.001340;1.135;92.590;92.400;0.15264
1265;Molecular Brain;MOL BRAIN;1756-6606;1,453;3.745;3.617;4.159;0.443;88;3.5;8.4;0.006050;1.450;93.180;71.680;0.69002
1265;OCCUPATIONAL AND ENVIRONMENTAL MEDICINE;OCCUP ENVIRON MED;1351-0711;7,601;3.745;3.455;3.490;1.147;116;9.3;8.5;0.011400;1.187;91.380;87.572;1.29917
1268;JOURNAL OF THE ACADEMY OF MARKETING SCIENCE;J ACAD MARKET SCI;0092-0703;6,558;3.744;3.410;6.062;0.5;42;>10.0;>10.0;0.006220;1.821;100.000;91.250;0.70928
1268;Microbial Cell Factories;MICROB CELL FACT;1475-2859;4,148;3.744;3.390;4.281;0.451;204;4.0;8.0;0.011390;1.079;95.590;78.571;1.29766
1270;JOURNAL OF NUTRITION;J NUTR;0022-3166;35,186;3.740;3.500;4.497;0.87;339;>10.0;7.8;0.031320;1.365;97.940;79.375;3.57016
1271;DISEASES OF THE COLON & RECTUM;DIS COLON RECTUM;0012-3706;13,708;3.739;3.387;3.744;0.727;150;>10.0;7.7;0.018190;1.269;98.670;83.267;2.07322
1271;JOURNAL OF DERMATOLOGICAL SCIENCE;J DERMATOL SCI;0923-1811;3,762;3.739;3.166;3.683;0.713;101;6.1;7.4;0.007220;0.991;82.180;89.344;0.82312
1273;Deutsches Arzteblatt International;DTSCH ARZTEBL INT;1866-0452;2,403;3.738;3.068;3.770;1.021;95;4.0;5.6;0.006810;0.908;63.160;88.065;0.77601
1274;BONE;BONE;8756-3282;18,976;3.736;3.387;4.146;0.764;352;7.9;7.8;0.034520;1.355;89.490;71.805;3.93506
1274;IEEE Journal of Photovoltaics;IEEE J PHOTOVOLT;2156-3381;2,469;3.736;3.346;3.843;0.888;260;2.1;5.4;0.009580;1.096;99.230;81.353;1.09233
1276;IEEE TRANSACTIONS ON IMAGE PROCESSING;IEEE T IMAGE PROCESS;1057-7149;20,697;3.735;3.144;4.786;0.352;449;7.7;6.8;0.051330;1.874;99.550;93.335;5.85031
1276;NUCLEAR PHYSICS B;NUCL PHYS B;0550-3213;36,987;3.735;3.298;3.053;1.644;312;>10.0;>10.0;0.028650;1.251;99.680;66.071;3.26586
1278;ACTA ONCOLOGICA;ACTA ONCOL;0284-186X;5,709;3.730;2.851;3.417;0.957;207;5.9;5.4;0.013360;1.120;91.790;69.249;1.52287
1279;BRAIN TOPOGRAPHY;BRAIN TOPOGR;0896-0267;1,877;3.727;3.595;3.550;0.627;75;6.3;9.2;0.004430;1.220;97.330;75.152;0.50486
1279;IEEE Transactions on Sustainable Energy;IEEE T SUSTAIN ENERG;1949-3029;2,149;3.727;3.326;4.719;0.355;169;3.0;5.3;0.011690;1.752;100.000;80.584;1.33203
1281;ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY;ARTHROSCOPY;0749-8063;11,993;3.724;2.526;3.865;1.533;276;7.8;6.5;0.020510;1.208;76.810;93.584;2.33786
1282;LITHOS;LITHOS;0024-4937;14,107;3.723;3.177;4.638;0.772;272;6.8;>10.0;0.026150;1.388;95.590;87.484;2.98065
1283;TRAFFIC;TRAFFIC;1398-9219;6,025;3.721;3.536;3.883;1.1;80;7.0;8.5;0.015320;1.711;81.250;59.626;1.74568
1284;ACTA MATHEMATICA;ACTA MATH-DJURSHOLM;0001-5962;3,737;3.719;3.719;3.947;0.714;14;>10.0;>10.0;0.007320;6.455;100.000;99.519;0.83453
1284;COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING;COMPOS PART A-APPL S;1359-835X;13,369;3.719;2.996;4.213;0.831;338;7.4;7.4;0.017220;0.965;97.630;91.214;1.96322
1286;PHYSICAL REVIEW B;PHYS REV B;2469-9950;324,948;3.718;2.492;3.513;0.971;4,892;>10.0;7.7;0.509510;1.229;100.000;76.866;58.07447
1287;COLUMBIA LAW REVIEW;COLUMBIA LAW REV;0010-1958;3,549;3.716;3.270;3.641;1.116;43;>10.0;>10.0;0.004460;1.488;100.000;96.980;0.50788
1288;ENVIRONMENTAL AND EXPERIMENTAL BOTANY;ENVIRON EXP BOT;0098-8472;7,208;3.712;3.537;3.707;0.992;131;7.0;9.0;0.010300;0.941;93.130;86.728;1.17378
1288;JOURNAL OF IMMUNOTHERAPY;J IMMUNOTHER;1524-9557;2,890;3.712;3.635;3.649;0.81;42;6.6;7.1;0.006700;1.283;100.000;70.563;0.76315
1290;Current Diabetes Reports;CURR DIABETES REP;1534-4827;2,199;3.711;3.513;3.508;0.27;122;4.1;6.1;0.007750;1.217;54.100;71.053;0.88279
1291;CURRENT CANCER DRUG TARGETS;CURR CANCER DRUG TAR;1568-0096;2,760;3.707;3.686;3.446;0.406;64;6.0;6.1;0.005250;0.891;93.750;68.310;0.59883
1292;Biogeosciences;BIOGEOSCIENCES;1726-4170;11,245;3.700;3.130;4.477;0.776;451;3.9;8.7;0.048120;1.710;99.780;85.350;5.48485
1292;HUMAN-COMPUTER INTERACTION;HUM-COMPUT INTERACT;0737-0024;1,123;3.700;3.633;4.032;0.688;16;>10.0;9.3;0.001300;1.387;93.750;94.448;0.14825
1294;BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY;BRIT J MATH STAT PSY;0007-1102;1,278;3.698;3.623;2.739;0.087;23;>10.0;>10.0;0.004330;2.015;95.650;95.255;0.49314
1294;BRITISH JOURNAL OF MATHEMATICAL & STATISTICAL PSYCHOLOGY;BRIT J MATH STAT PSY;0007-1102;1,278;3.698;3.623;2.739;0.087;23;>10.0;>10.0;0.004330;2.015;95.650;95.255;0.49314
1294;CHEMOSPHERE;CHEMOSPHERE;0045-6535;52,250;3.698;3.370;4.068;0.854;1,202;7.8;8.1;0.064830;0.941;97.750;83.778;7.38881
1297;Aging and Disease;AGING DIS;2152-5250;648;3.697;3.500;3.602;0.638;47;3.1;8.7;0.002490;0.962;42.550;82.653;0.28362
1298;Journal of Translational Medicine;J TRANSL MED;1479-5876;6,671;3.694;3.546;4.116;0.609;381;3.5;6.3;0.021140;1.118;92.390;76.210;2.40934
1299;LEARNING AND INSTRUCTION;LEARN INSTR;0959-4752;3,225;3.692;3.402;4.988;0.548;62;7.9;9.1;0.007300;1.930;100.000;97.049;0.83163
1299;NEUROMOLECULAR MEDICINE;NEUROMOL MED;1535-1084;1,714;3.692;3.654;4.120;0.553;38;5.5;7.6;0.004040;1.188;89.470;70.898;0.46082
1301;SYSTEMATIC AND APPLIED MICROBIOLOGY;SYST APPL MICROBIOL;0723-2020;4,531;3.691;3.303;3.487;1.229;70;>10.0;7.1;0.005630;1.000;95.710;75.764;0.64124
1302;TRANSPLANTATION;TRANSPLANTATION;0041-1337;23,045;3.690;3.363;3.446;1.05;341;9.7;7.0;0.033920;1.171;94.720;74.661;3.86644
1303;Pediatric Obesity;PEDIATR OBES;2047-6310;881;3.689;3.289;4.218;0.657;67;2.7;7.2;0.004100;1.377;98.510;93.750;0.46769
1304;FOOD QUALITY AND PREFERENCE;FOOD QUAL PREFER;0950-3293;5,616;3.688;2.333;3.864;1.044;203;6.8;8.9;0.006520;0.707;99.010;91.600;0.74304
1305;BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES;BBA-BIOMEMBRANES;0005-2736;14,800;3.687;3.421;3.589;0.907;332;7.3;9.0;0.027230;1.161;82.530;73.230;3.10365
1305;RUSSIAN CHEMICAL REVIEWS;RUSS CHEM REV+;0036-021X;3,643;3.687;3.545;3.181;0.842;57;>10.0;8.4;0.003060;0.777;0.000;76.380;0.34835
1305;Stem Cells International;STEM CELLS INT;1687-966X;1,023;3.687;3.525;3.197;0.465;159;3.2;6.3;0.003520;0.790;62.260;54.762;0.40149
1308;PALLIATIVE MEDICINE;PALLIATIVE MED;0269-2163;3,714;3.685;3.271;3.583;0.813;91;7.0;7.2;0.006890;1.106;85.710;87.494;0.78548
1308;SOLAR ENERGY;SOL ENERGY;0038-092X;18,965;3.685;2.834;4.414;0.547;585;7.4;6.4;0.022770;0.852;98.630;75.568;2.59486
1310;FOOD MICROBIOLOGY;FOOD MICROBIOL;0740-0020;7,754;3.682;3.342;4.214;1.004;244;5.9;8.6;0.014130;1.064;97.950;80.298;1.61083
1310;International Review of Sport and Exercise Psychology;INT REV SPORT EXER P;1750-984X;335;3.682;3.545;Not Available;0.333;12;4.7;9.9;0.001030;Not Available;50.000;95.951;0.11694
1312;MACROMOLECULAR BIOSCIENCE;MACROMOL BIOSCI;1616-5187;5,877;3.680;3.540;3.656;0.824;153;5.7;6.8;0.010700;0.869;95.420;75.963;1.21973
1313;JOURNAL OF METAMORPHIC GEOLOGY;J METAMORPH GEOL;0263-4929;4,867;3.673;3.089;4.282;0.804;51;>10.0;>10.0;0.005690;1.494;72.550;94.681;0.64880
1314;IEEE JOURNAL ON SELECTED AREAS IN COMMUNICATIONS;IEEE J SEL AREA COMM;0733-8716;10,524;3.672;3.438;4.149;0.647;215;7.6;5.0;0.036470;2.468;99.530;94.850;4.15665
1315;Journal of Integrative Plant Biology;J INTEGR PLANT BIOL;1672-9072;3,374;3.670;3.426;3.993;1.629;89;5.5;8.5;0.006890;1.027;88.760;78.721;0.78581
1316;INFECTION CONTROL AND HOSPITAL EPIDEMIOLOGY;INFECT CONT HOSP EP;0899-823X;9,248;3.669;3.160;3.924;0.709;213;7.0;6.0;0.022690;1.531;94.370;82.064;2.58602
1316;QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY;Q J ROY METEOR SOC;0035-9009;14,502;3.669;2.987;4.988;0.692;266;>10.0;9.7;0.033320;2.411;97.370;86.310;3.79827
1318;Advances in Carbohydrate Chemistry and Biochemistry;ADV CARBOHYD CHEM BI;0065-2318;743;3.667;3.556;4.967;0.0;3;>10.0;>10.0;0.000590;1.303;0.000;73.576;0.06736
1318;Brain Imaging and Behavior;BRAIN IMAGING BEHAV;1931-7557;1,004;3.667;3.524;4.159;0.416;77;3.3;7.7;0.004700;1.500;97.400;75.000;0.53526
1318;JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART C-ENVIRONMENTAL CARCINOGENESIS & ECOTOXICOLOGY REVIEWS;J ENVIRON SCI HEAL C;1059-0501;646;3.667;3.185;3.726;1.0;14;6.6;7.2;0.000780;0.834;0.000;78.725;0.08915
1318;Structural Dynamics;STRUCT DYNAM-US;2329-7778;95;3.667;3.444;3.667;0.644;45;Not Available;6.8;0.000420;1.544;100.000;76.305;0.04791
1322;REJUVENATION RESEARCH;REJUV RES;1549-1684;1,499;3.664;1.850;2.548;0.652;46;5.0;6.2;0.002830;0.539;97.830;80.612;0.32214
1323;JOURNAL OF NATURAL PRODUCTS;J NAT PROD;0163-3864;21,811;3.662;3.272;3.644;0.53;402;9.5;8.2;0.023920;0.858;98.260;84.470;2.72600
1324;Cell Communication and Signaling;CELL COMMUN SIGNAL;1478-811X;1,503;3.661;3.644;4.592;0.533;45;3.6;6.9;0.005620;1.391;77.780;59.091;0.64029
1324;Metabolomics;METABOLOMICS;1573-3882;2,775;3.661;3.230;3.914;0.678;152;3.9;7.1;0.007160;1.043;95.390;70.301;0.81617
1326;LIMNOLOGY AND OCEANOGRAPHY;LIMNOL OCEANOGR;0024-3590;25,922;3.660;3.462;4.280;0.667;159;>10.0;>10.0;0.022360;1.638;99.370;93.381;2.54880
1327;JOURNAL OF PERSONALITY;J PERS;0022-3506;6,620;3.657;3.566;4.184;0.702;57;>10.0;>10.0;0.008350;2.030;100.000;91.129;0.95194
1327;Journal of Chemical Information and Modeling;J CHEM INF MODEL;1549-9596;13,322;3.657;3.214;4.170;0.66;241;6.7;7.9;0.024020;1.137;100.000;87.102;2.73835
1327;LANDSCAPE ECOLOGY;LANDSCAPE ECOL;0921-2973;6,478;3.657;3.214;3.964;0.683;139;7.9;8.3;0.010980;1.229;96.400;86.088;1.25206
1330;ANNALS OF SURGICAL ONCOLOGY;ANN SURG ONCOL;1068-9265;20,826;3.655;3.285;4.239;0.737;753;5.2;6.7;0.055250;1.318;97.610;79.810;6.29780
1331;LANDSCAPE AND URBAN PLANNING;LANDSCAPE URBAN PLAN;0169-2046;8,923;3.654;3.254;4.268;0.904;178;7.8;8.2;0.012570;1.026;98.310;91.242;1.43285
1331;LANDSCAPE AND URBAN PLANNING;LANDSCAPE URBAN PLAN;0169-2046;8,923;3.654;3.254;4.268;0.904;178;7.8;8.2;0.012570;1.026;98.310;91.242;1.43285
1331;PFLUGERS ARCHIV-EUROPEAN JOURNAL OF PHYSIOLOGY;PFLUG ARCH EUR J PHY;0031-6768;9,041;3.654;3.281;3.760;0.94;201;9.0;9.5;0.014190;1.249;68.660;80.120;1.61720
1334;JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS;J ANAL APPL PYROL;0165-2370;8,382;3.652;3.012;3.912;0.536;280;6.7;7.2;0.011660;0.832;99.290;87.101;1.32955
1335;JOURNAL OF COMPUTATIONAL CHEMISTRY;J COMPUT CHEM;0192-8651;30,171;3.648;3.428;4.648;1.013;228;>10.0;9.9;0.029820;1.417;100.000;75.153;3.39932
1336;IEEE Computational Intelligence Magazine;IEEE COMPUT INTELL M;1556-603X;634;3.647;3.206;3.483;0.889;18;6.0;6.5;0.001650;1.252;94.440;91.154;0.18768
1336;MITOCHONDRION;MITOCHONDRION;1567-7249;2,906;3.647;3.507;3.697;0.703;74;4.8;7.7;0.008930;1.193;87.840;64.971;1.01753
1338;DEVELOPMENT AND PSYCHOPATHOLOGY;DEV PSYCHOPATHOL;0954-5794;9,052;3.646;3.268;5.738;1.0;107;9.6;9.3;0.014850;2.221;100.000;89.130;1.69210
1339;EUROPEAN RADIOLOGY;EUR RADIOL;0938-7994;14,583;3.640;3.367;3.934;0.737;422;6.1;6.8;0.034790;1.318;98.820;85.887;3.96587
1340;ACTA DERMATO-VENEREOLOGICA;ACTA DERM-VENEREOL;0001-5555;4,665;3.638;3.333;4.042;0.891;128;8.8;7.7;0.007650;1.259;89.060;87.705;0.87215
1340;Climate of the Past;CLIM PAST;1814-9324;3,013;3.638;3.165;3.722;0.7;110;3.6;9.4;0.016480;1.835;100.000;87.532;1.87881
1340;PSYCHOSOMATIC MEDICINE;PSYCHOSOM MED;0033-3174;11,369;3.638;3.404;4.543;0.673;104;>10.0;8.6;0.012740;1.590;91.350;83.687;1.45224
1340;PSYCHOSOMATIC MEDICINE;PSYCHOSOM MED;0033-3174;11,369;3.638;3.404;4.543;0.673;104;>10.0;8.6;0.012740;1.590;91.350;83.687;1.45224
1344;Future Microbiology;FUTURE MICROBIOL;1746-0913;2,767;3.637;3.498;4.099;0.542;153;4.2;6.4;0.010620;1.361;46.410;71.951;1.21047
1344;JOURNAL OF PSYCHOPHARMACOLOGY;J PSYCHOPHARMACOL;0269-8811;5,017;3.637;3.419;3.451;1.136;125;5.4;8.1;0.012340;1.037;80.800;75.540;1.40629
1346;BONE MARROW TRANSPLANTATION;BONE MARROW TRANSPL;0268-3369;11,070;3.636;3.127;3.513;0.708;216;8.6;7.0;0.017080;1.079;87.960;66.046;1.94646
1347;AUTOMATICA;AUTOMATICA;0005-1098;22,200;3.635;3.267;4.387;0.573;431;7.4;8.2;0.050940;1.834;100.000;93.824;5.80638
1347;COMPUTER PHYSICS COMMUNICATIONS;COMPUT PHYS COMMUN;0010-4655;14,445;3.635;3.421;3.553;0.888;294;7.5;>10.0;0.032170;1.431;100.000;94.480;3.66639
1349;EUROPEAN JOURNAL OF ANAESTHESIOLOGY;EUR J ANAESTH;0265-0215;3,181;3.634;3.239;2.972;1.054;92;6.4;7.8;0.005750;0.808;96.740;82.258;0.65490
1349;Frontiers in Human Neuroscience;FRONT HUM NEUROSCI;1662-5161;10,275;3.634;3.216;4.040;0.563;629;2.6;8.4;0.049730;1.405;91.410;76.177;5.66874
1351;BIOPHYSICAL JOURNAL;BIOPHYS J;0006-3495;51,116;3.632;3.330;3.668;0.919;541;>10.0;8.6;0.074970;1.520;98.520;75.694;8.54526
1352;BMC PLANT BIOLOGY;BMC PLANT BIOL;1471-2229;8,393;3.631;3.442;4.604;0.487;302;4.6;8.0;0.023890;1.200;100.000;87.799;2.72298
1352;JOURNAL OF CLINICAL MICROBIOLOGY;J CLIN MICROBIOL;0095-1137;52,805;3.631;3.278;3.824;0.901;634;>10.0;5.9;0.072790;1.229;98.420;71.138;8.29682
1354;CYTOTHERAPY;CYTOTHERAPY;1465-3249;4,582;3.625;3.366;3.479;0.767;163;5.7;6.4;0.008290;0.842;92.640;65.884;0.94468
1355;CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION;CANCER EPIDEM BIOMAR;1055-9965;19,315;3.622;3.461;4.251;0.837;239;7.8;6.6;0.038180;1.673;95.820;76.135;4.35148
1355;SURVEYS IN GEOPHYSICS;SURV GEOPHYS;0169-3298;1,733;3.622;3.478;4.005;0.75;32;6.5;>10.0;0.006160;2.028;0.000;85.802;0.70253
1357;DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY;DEV COMP IMMUNOL;0145-305X;6,754;3.620;3.147;3.543;0.99;197;6.0;8.4;0.010550;0.773;96.450;80.246;1.20297
1357;JOURNAL OF INTERNATIONAL BUSINESS STUDIES;J INT BUS STUD;0047-2506;8,566;3.620;2.710;5.659;0.604;53;>10.0;>10.0;0.008600;1.981;100.000;90.651;0.98012
1359;CURRENT OPINION IN GASTROENTEROLOGY;CURR OPIN GASTROEN;0267-1379;2,312;3.618;3.590;3.479;0.625;72;4.8;3.1;0.006810;1.106;0.000;71.519;0.77584
1360;COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS;COMMUN PUR APPL MATH;0010-3640;7,957;3.617;3.543;3.965;0.978;46;>10.0;>10.0;0.014990;4.366;100.000;99.501;1.70814
1361;DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY;DEV MED CHILD NEUROL;0012-1622;9,863;3.615;3.226;3.668;1.242;153;8.9;7.7;0.016260;1.302;79.080;85.448;1.85304
1362;Biomaterials Science;BIOMATER SCI-UK;2047-4830;1,201;3.614;3.505;3.614;1.239;138;1.9;5.8;0.003740;0.868;79.710;68.182;0.42658
1362;Obesity;OBESITY;1930-7381;14,885;3.614;3.430;4.181;0.664;324;5.6;6.8;0.041400;1.443;95.990;73.837;4.71862
1364;Arabian Journal of Chemistry;ARAB J CHEM;1878-5352;1,712;3.613;3.598;4.136;0.741;116;3.1;>10.0;0.003960;0.698;90.520;74.540;0.45108
1365;FUEL;FUEL;0016-2361;35,054;3.611;3.011;4.140;1.014;1,203;6.0;7.6;0.055350;0.929;98.250;80.364;6.30833
1365;HEALTH PSYCHOLOGY;HEALTH PSYCHOL;0278-6133;9,792;3.611;3.491;4.443;0.681;144;9.8;8.5;0.015850;1.764;99.310;85.338;1.80653
1365;HEALTH PSYCHOLOGY;HEALTH PSYCHOL;0278-6133;9,792;3.611;3.491;4.443;0.681;144;9.8;8.5;0.015850;1.764;99.310;85.338;1.80653
1365;HEART FAILURE REVIEWS;HEART FAIL REV;1382-4147;1,890;3.611;3.565;3.520;0.952;62;4.9;7.7;0.005180;1.141;96.770;72.177;0.59018
1369;INTERNATIONAL JOURNAL OF CLIMATOLOGY;INT J CLIMATOL;0899-8418;13,451;3.609;3.190;3.922;0.391;361;8.9;9.2;0.023760;1.419;97.780;83.929;2.70845
1369;Journal of Cancer;J CANCER;1837-9664;1,091;3.609;3.550;3.225;0.377;162;2.6;6.0;0.004230;0.884;89.510;65.962;0.48165
1369;Journal of the Academy of Nutrition and Dietetics;J ACAD NUTR DIET;2212-2672;2,116;3.609;3.191;4.006;0.719;146;2.8;7.7;0.009560;1.269;92.470;76.875;1.08943
1372;Clinical & Developmental Immunology;CLIN DEV IMMUNOL;1740-2522;3,153;3.603;3.603;3.701;Not Available;0;3.4;Not Available;0.012110;1.044;Not Available;63.245;1.38006
1372;INFECTION AND IMMUNITY;INFECT IMMUN;0019-9567;47,850;3.603;3.298;3.807;0.848;455;>10.0;8.3;0.047450;1.282;98.900;69.876;5.40798
1374;EVOLUTIONARY COMPUTATION;EVOL COMPUT;1063-6560;2,291;3.600;3.367;4.153;0.174;23;>10.0;8.8;0.002790;1.884;100.000;92.573;0.31821
